dept,city,state,address_or_intersection,charge_code,cross_street,date,encounter_type,incident_id,incident_reason,latitude,longitude,number_of_suspects,number_officers_involved,officer_age,officer_death,officer_ethnicity,officer_gender,officer_id,officer_injured,officer_injuries_detail,officer_race,officer_yrs_experience,reason_for_force,reason_for_force_detailed,search_conducted,search_conducted_person,search_conducted_vehicle,search_reason,subject_age,subject_death,subject_description,subject_gender,subject_id,subject_injured,subject_injuries_detail,subject_priors,subject_race,subject_weapon_possessed,suspected_crime_type,suspected_crime_type_detailed,type_of_force_used,weapon_or_tool_used
37-00027,Austin,TX,406 E 6TH ST,,,2015-09-27 00:00:00,,20152700184,VIEWED OFFENSE,,,,,,,,,,,NO COMPLAINT OF INJURY/PAIN,,3,NECESSARY TO EFFECT ARREST / DETENTION,EMPTY HAND ACTIVE AGGRESSION,,,,,,,,,,,NO COMPLAINT OF INJURY/PAIN,,,,,,CHEMICAL AGENT - O C SPRAY,
37-00027,Austin,TX,209 E BEN WHITE BLVD SVRD EB,,,2014-08-27 00:00:00,,20142390870,DISPATCHED CALL,30.221165000000003,-97.761862,,,,,,,,,NO COMPLAINT OF INJURY/PAIN,,21,"IN CUSTODY, MAINTAINING CONTROL",OTHER,,,,,,,,F,,,NO COMPLAINT OF INJURY/PAIN,,Hispanic,,,,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),
37-00027,Austin,TX,340 E 2ND ST,,,2014-11-30 00:00:00,,20143341267,DISPATCHED CALL,30.263446000000002,-97.74105,,,,,,,,,NO COMPLAINT OF INJURY/PAIN,,4,"IN CUSTODY, MAINTAINING CONTROL",VERBAL RESISTANCE/AGGRESSION; EMPTY HAND ACTIVE AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,,,,,,,,M,,,NO COMPLAINT OF INJURY/PAIN,,White,,,,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),
37-00027,Austin,TX,12900 N IH 35 SVRD SB,,,2015-09-22 00:00:00,,20152650246,VIEWED OFFENSE,,,,,,,,,,,NO COMPLAINT OF INJURY/PAIN,,1,"IN CUSTODY, MAINTAINING CONTROL",VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,,,,,,,,M,,,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,,Black,,,,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),
37-00027,Austin,TX,700 NECHES ST,,,2014-04-10 00:00:00,,20141001468,OTHER,30.268139,-97.737759,,,,,,,,,NO COMPLAINT OF INJURY/PAIN,,6,NECESSARY TO EFFECT ARREST / DETENTION,OTHER,,,,,,,,M,,,MINOR INJURY,,Hispanic,,,,CED - PRONGS-ENTER # SHOTS,
37-00027,Austin,TX,8500 E US 290 HWY SVRD WB,,,2016-10-23 00:00:00,,20162971818,DISPATCHED CALL,,,,,,,,,,,NO COMPLAINT OF INJURY/PAIN,,1,NECESSARY TO EFFECT ARREST / DETENTION,expired code-passive resistance; expired code-empty hand active aggression; expired code-empty hand defensive resistance,,,,,,,,M,,,MINOR INJURY,,White,,,,CED - PRONGS-ENTER # CYCLES (use #shots field),
37-00027,Austin,TX,600 TRINITY ST,,,2016-07-22 00:00:00,,20162040163,VIEWED OFFENSE,,,,,,,,,,,NO COMPLAINT OF INJURY/PAIN,,2,NECESSARY TO EFFECT ARREST / DETENTION,expired code-empty hand defensive resistance,,,,,,,,M,,,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,,Black,,,,CHEMICAL AGENT - O C SPRAY,
37-00049,Dallas,TX,1909 WOODALL RODGERS FWY,,,2016-07-14 00:00:00,,,Service Call,32.788869,-96.802894,,,,,,Female,8181,No,No injuries noted or visible,White,14,Active Aggression,,,,,,,,Mentally unstable,Female,45833,,No injuries noted or visible,,Black,,APOWW,,Joint Locks,
37-00049,Dallas,TX,8440 PARK LN,,,2016-09-17 00:00:00,,,Service Call,32.871032,-96.759176,,,,,,Male,10877,No,No injuries noted or visible,White,2,Arrest,,,,,,,,None detected,Male,46631,,Abrasion/Scrape,,Black,,"Evading Arrest, Resisting Arrest, Drug Possession - Felony, Warrant/Hold",,"Verbal Command,Taser Display at Person,Held Suspect Down,BD - Grabbed",
37-00049,Dallas,TX,3798 MOONSTONE DR,,,2016-04-20 00:00:00,,,Arrest,32.677351,-96.759028,,,,,,Male,6995,No,No injuries noted or visible,White,23,Other,,,,,,,,Unknown,Male,44691,,No injuries noted or visible,,Black,,"Evading Arrest, Drug Possession - Misdemeanor, Unauthorize Use Vehicle",,Verbal Command,
37-00049,Dallas,TX,4845 ELSIE FAYE HEGGINS ST,,,2016-07-28 00:00:00,,,Arrest,,,,,,,,Male,10913,No,No injuries noted or visible,White,2,Weapon Display,,,,,,,,Alchohol,Male,30402,,No injuries noted or visible,,Black,,"Evading Arrest, Public Intoxication",,Weapon display at Person,
37-00049,Dallas,TX,5548 TRAVIATI AVE,,,2016-09-18 00:00:00,,,Arrest,32.959931,-96.81513,,,,,,Male,10498,No,No injuries noted or visible,White,3,Arrest,,,,,,,,Alchohol,Male,46636,,Abrasion/Scrape,,White,,"Assault/FV, Resisting Arrest",,"Held Suspect Down,Verbal Command,Hand Controlled Escort",
37-00049,Dallas,TX,7800 CLODUS FIELDS DR,,,2016-03-11 00:00:00,,,Arrest,32.913678,-96.772517,,,,,,Male,10469,No,No injuries noted or visible,Black,3,Active Aggression,,,,,,,,Mentally unstable,Female,44131,,No injuries noted or visible,,Black,,"Assault/Public Servant, APOWW",,"Verbal Command,Take Down - Group",
37-00049,Dallas,TX,811 S BISHOP AVE,,,2016-07-08 00:00:00,,,Service Call,32.738086,-96.829045,,,,,,Female,9115,No,No injuries noted or visible,White,9,Active Aggression,,,,,,,,FD-Suspect Unarmed,Male,45792,,No injuries noted or visible,,Hispanic,,Disorderly Conduct,,BD - Pushed,
37-00049,Dallas,TX,3045 N BUCKNER BLVD,,,2016-11-14 00:00:00,,,Arrest,32.808791,-96.683605,,,,,,Male,10704,No,No injuries noted or visible,White,3,Detention/Frisk,,,,,,,,None detected,Male,47390,,No injuries noted or visible,,Black,,"Drug Possession - Misdemeanor, Resisting Arrest, Fail to ID",,Held Suspect Down,
37-00049,Dallas,TX,2968 FOREST LN,,,2016-11-30 00:00:00,,,Arrest,32.909471,-96.878005,,,,,,Male,6363,No,No injuries noted or visible,White,27,Arrest,,,,,,,,Mentally unstable,Female,47606,,No injuries noted or visible,,Hispanic,,APOWW,,"Held Suspect Down,Leg Restraint System",
37-00049,Dallas,TX,1058 S BELT LINE RD,,,2016-03-05 00:00:00,,,Traffic Stop,32.687082,-96.589124,,,,,,Male,10969,No,No injuries noted or visible,White,1,Arrest,,,,,,,,Alchohol,Male,44044,,Abrasion/Scrape,,Hispanic,,"DWI, Resisting Arrest",,"Take Down - Arm,Held Suspect Down,BD - Tripped,Verbal Command",
37-00049,Dallas,TX,1500 ELM ST,,,2016-07-05 00:00:00,,,Arrest,32.781336,-96.799761,,,,,,Male,9425,No,No injuries noted or visible,Hispanic,18,Arrest,,,,,,,,Unknown,Male,45763,,No injuries noted or visible,,Black,,"Resisting Search and Transport, Other Misdemeanor Arrest",,"Verbal Command,Held Suspect Down",
37-00049,Dallas,TX,2900 CITYPLACE WEST BLVD,,,2016-03-09 00:00:00,,,Service Call,32.806787,-96.795445,,,,,,Male,8372,No,No injuries noted or visible,White,13,Danger to self or others,,,,,,,,Unknown Drugs,Male,44095,,Abrasion/Scrape,,Black,,No Arrest,,"Joint Locks,Held Suspect Down",
37-00049,Dallas,TX,17717 PRESTON RD,,,2016-03-29 00:00:00,,,Service Call,32.995031,-96.799412,,,,,,Male,9082,No,No injuries noted or visible,Black,9,Weapon Display,,,,,,,,Alchohol,Male,44328,,No injuries noted or visible,,White,,No Arrest,,Weapon display at Person,
37-00049,Dallas,TX,2435 W NORTHWEST HWY,,,2016-06-19 00:00:00,,,Arrest,32.858799,-96.882629,,,,,,Male,10408,No,No injuries noted or visible,Black,4,Arrest,,,,,,,,Mentally unstable,Male,45531,,Treated by DFD,,White,,APOWW,,Handcuffing Take Down,
37-00049,Dallas,TX,2800 SEEVERS AVE,,,2016-09-20 00:00:00,,,Arrest,32.712962,-96.821765,,,,,,Male,10021,Yes,Abrasion/Scrape,White,7,Active Aggression,,,,,,,,Unknown Drugs,Male,12843,,No injuries noted or visible,,Black,,"Warrant/Hold, Resisting Search and Transport, Other Felony Arrest",,Take Down - Body,
37-00049,Dallas,TX,6700 SCYENE RD,,,2016-09-30 00:00:00,,,Traffic Stop,32.763231,-96.704515,,,,,,Male,10823,No,No injuries noted or visible,Asian,2,Other,,,,,,,,Unknown Drugs,Male,46815,,"Abrasion/Scrape, Taser Burn Marks",,Black,,"Assault/Public Servant, Take Weapon from PO",,Held Suspect Down,
37-00049,Dallas,TX,3219 HARLANDALE AVE,,,2016-08-28 00:00:00,,,Service Call,32.707157,-96.806822,,,,,,Male,10979,No,No injuries noted or visible,White,2,Danger to self or others,,,,,,,,Unknown,Male,0,,No injuries noted or visible,,Hispanic,,No Arrest,,Weapon display at Person,
37-00049,Dallas,TX,10828 DENNIS RD,,,2016-03-02 00:00:00,,,Arrest,32.896337,-96.881389,,,,,,Male,10068,No,No injuries noted or visible,White,6,Arrest,,,,,,,,,Male,44032,,No injuries noted or visible,,Hispanic,,"Resisting Search and Transport, Drug Possession - Misdemeanor, Other Felony Arrest",,"Verbal Command,Take Down - Arm,Pressure Points,Feet/Leg/Knee Strike",
37-00049,Dallas,TX,10000 WALNUT ST,,,2016-03-11 00:00:00,,,Arrest,32.919334,-96.711501,,,,,,Female,9049,No,No injuries noted or visible,White,9,Arrest,,,,,,,,Alchohol and unknown drugs,Male,44135,,"Injury Not Related to Force, Hospitalized",,Black,,"Assault/FV, Resisting Arrest",,"Held Suspect Down,Verbal Command,Leg Restraint System,BD - Grabbed",
37-00049,Dallas,TX,14311 SKYFROST DR,,,2016-01-17 00:00:00,,,Service Call,32.686159,-96.574419,,,,,,Male,10273,No,No injuries noted or visible,White,5,Danger to self or others,,,,,,,,Alchohol and unknown drugs,Male,43232,,Injured prior to contact,,White,,APOWW,,"Verbal Command,Weapon display at Person",
37-00049,Dallas,TX,5100 S LAMAR ST,,,2016-08-20 00:00:00,,,Crime in Progress,32.745283,-96.761164,,,,,,Male,8763,No,No injuries noted or visible,Hispanic,11,Other,,,,,,,,None detected,Male,46239,,No injuries noted or visible,,Black,,"Evading Arrest, Fail to ID, Warrant/Hold",,"Verbal Command,Take Down - Body",
37-00049,Dallas,TX,7121 LAKE JUNE RD,,,2016-07-15 00:00:00,,,Service Call,32.734492,-96.699209,,,,,,Female,11022,No,No injuries noted or visible,White,1,Arrest,,,,,,,,,Male,45851,,"Taser Burn Marks, Abrasion/Scrape",,Hispanic,,"Resisting Arrest, Warrant/Hold, Other Misdemeanor Arrest",,"Held Suspect Down,Verbal Command,Taser",
37-00049,Dallas,TX,211 N ERVAY ST,,,2016-09-03 00:00:00,,,Arrest,32.782205,-96.797461,,,,,,Male,10810,No,No injuries noted or visible,Black,2,Arrest,,,,,,,,Mentally unstable,Female,46424,,Non-Visible Injury/Pain,,Black,,APOWW,,Hand/Arm/Elbow Strike,
37-00049,Dallas,TX,3000 MESA VIEW DR,,,2016-04-01 00:00:00,,,Arrest,32.661052,-96.773513,,,,,,Male,8982,Yes,Abrasion/Scrape,Other,9,Arrest,,,,,,,,Mentally unstable,Male,44391,,Abrasion/Scrape,,Black,,APOWW,,"Verbal Command,Held Suspect Down,Joint Locks",
37-00049,Dallas,TX,3123 EASTER AVE,,,2016-02-28 00:00:00,,,Arrest,32.711569,-96.796011,,,,,,Male,8525,No,No injuries noted or visible,White,12,Danger to self or others,,,,,,,,Unknown Drugs,Male,24399,,No injuries noted or visible,,Black,,"Assault/FV, Evading Arrest, Other Felony Arrest",,"Verbal Command,Weapon display at Person,BD - Grabbed,Held Suspect Down",
37-00049,Dallas,TX,400 E LEDBETTER DR,,,2016-11-23 00:00:00,,,Traffic Stop,32.683912,-96.817105,,,,,,Male,10094,No,No injuries noted or visible,White,7,Arrest,,,,,,,,Unknown,Male,47598,,No injuries noted or visible,,Black,,Traffic Violation,,Weapon display at Person,
37-00049,Dallas,TX,1600 OAK LAWN AVE,,,2016-10-16 00:00:00,,,Arrest,32.79608,-96.820409,,,,,,Male,9666,No,No injuries noted or visible,Hispanic,8,Danger to self or others,,,,,,,,Mentally unstable,Female,46997,,Abrasion/Scrape,,White,,APOWW,,"Joint Locks,Held Suspect Down,Pressure Points",
37-00049,Dallas,TX,4239 LEMMON AVE,,,2016-08-07 00:00:00,,,Service Call,32.816535,-96.811109,,,,,,Male,7655,Yes,No injuries noted or visible,Asian,18,Arrest,,,,,,,,Alchohol and unknown drugs,Male,46092,,Abrasion/Scrape,,White,,Public Intoxication,,Hand/Arm/Elbow Strike,
37-00049,Dallas,TX,1809 FAROLA DR,,,2016-03-20 00:00:00,,,Crime in Progress,32.843998,-96.680724,,,,,,Male,10670,No,No injuries noted or visible,Hispanic,2,Weapon Display,,,,,,,,Alchohol,Male,44242,,Injured prior to contact,,Hispanic,,No Arrest,,"Verbal Command,Verbal Command,Weapon display at Person,Verbal Command",
37-00049,Dallas,TX,3600 SAMUELL BLVD,,,2016-05-16 00:00:00,,,Arrest,32.792966,-96.733531,,,,,,Male,8959,No,No injuries noted or visible,White,10,Active Aggression,,,,,,,,Alchohol,Male,45050,,No injuries noted or visible,,Hispanic,,Warrant/Hold,,"BD - Grabbed,Handcuffing Take Down",
37-00049,Dallas,TX,2253 NARBOE ST,,,2016-03-30 00:00:00,,,Service Call,32.720369,-96.786251,,,,,,Male,10313,No,No injuries noted or visible,White,4,Weapon Display,,,,,,,,None detected,Male,44369,,No injuries noted or visible,,Black,,No Arrest,,"Verbal Command,Weapon display at Person",
37-00049,Dallas,TX,2503 LEMMON AVE,,,2016-01-01 00:00:00,,,Arrest,32.80284,-96.791838,,,,,,Male,9529,No,No injuries noted or visible,Black,7,Arrest,,,,,,,,Mentally unstable,Male,42920,,No injuries noted or visible,,,,APOWW,,Held Suspect Down,
37-00049,Dallas,TX,1714 N MARKET ST,,,2016-03-02 00:00:00,,,Service Call,32.782034,-96.806894,,,,,,Male,9944,No,No injuries noted or visible,Hispanic,7,Danger to self or others,,,,,,,,Mentally unstable,Male,43966,,No injuries noted or visible,,Black,,APOWW,,Held Suspect Down,
37-00049,Dallas,TX,3219 HARLANDALE AVE,,,2016-08-28 00:00:00,,,Service Call,32.707157,-96.806822,,,,,,Male,10979,No,No injuries noted or visible,White,2,Danger to self or others,,,,,,,,Unknown,Female,0,,No injuries noted or visible,,Hispanic,,No Arrest,,Weapon display at Person,
37-00049,Dallas,TX,4422 S MARSALIS AVE,,,2016-03-22 00:00:00,,,Arrest,32.690695,-96.814586,,,,,,Male,8556,No,No injuries noted or visible,White,11,Arrest,,,,,,,,Alchohol and unknown drugs,Male,44258,,Abrasion/Scrape,,Black,,Public Intoxication,,"BD - Grabbed,Joint Locks",
37-00049,Dallas,TX,400 N LAMAR ST,,,2016-02-17 00:00:00,,,Arrest,32.781574,-96.804915,,,,,,Male,10697,No,No injuries noted or visible,Hispanic,2,Arrest,,,,,,,,Mentally unstable,Female,43722,,Abrasion/Scrape,,Black,,APOWW,,"Hand Controlled Escort,Take Down - Group",
37-00049,Dallas,TX,2810 AINWICK CT,,,2016-05-18 00:00:00,,,Warrant Execution,32.761939,-96.699559,,,,,,Male,10401,No,No injuries noted or visible,White,4,Detention/Frisk,,,,,,,,None detected,Female,45076,,No injuries noted or visible,,Black,,No Arrest,,Take Down - Arm,
37-00049,Dallas,TX,1010 ROSS AVE,,,2016-03-11 00:00:00,,,Call for Cover,32.782695,-96.804291,,,,,,Male,10814,No,No injuries noted or visible,Black,2,Danger to self or others,,,,,,,,Alchohol and unknown drugs,Male,44112,,Puncture,,White,,APOWW,,Taser,
37-00049,Dallas,TX,12670 E NORTHWEST HWY,,,2016-11-12 00:00:00,,,Arrest,32.864019,-96.662901,,,,,,Male,10790,Yes,Abrasion/Scrape,Hispanic,3,Arrest,,,,,,,,Unknown,Male,47350,,Treated by DFD,,Black,,"Evading Arrest, Drug Possession - Felony, Drug Possession - Misdemeanor, Warrant/Hold, Other Felony Arrest",,"Verbal Command,BD - Grabbed,BD - Pushed,Take Down - Body,Hand/Arm/Elbow Strike",
37-00049,Dallas,TX,2131 E LEDBETTER DR,,,2016-09-29 00:00:00,,,Other ( In Narrative),32.68675,-96.788271,,,,,,Male,10780,No,No injuries noted or visible,Hispanic,3,Active Aggression,,,,,,,,Alchohol and unknown drugs,Male,46799,,No injuries noted or visible,,Black,,Public Intoxication,,"Hand Controlled Escort,Taser,Verbal Command",
37-00049,Dallas,TX,4705 REIGER AVE,,,2016-06-24 00:00:00,,,Arrest,32.794617,-96.766783,,,,,,Male,8955,No,No injuries noted or visible,White,10,Arrest,,,,,,,,Unknown,Male,46170,,No injuries noted or visible,,Hispanic,,APOWW,,"Verbal Command,Taser",
37-00049,Dallas,TX,3440 E ROSEMEADE PKWY,,,2016-07-19 00:00:00,,,Arrest,33.01165,-96.859994,,,,,,Male,7310,No,No injuries noted or visible,White,21,Active Aggression,,,,,,,,Unknown,Male,45889,,No injuries noted or visible,,Hispanic,,Crim Trespass/Bldg/Prop,,Taser Display at Person,
37-00049,Dallas,TX,7905 MARVIN D LOVE FWY,,,2016-03-20 00:00:00,,,Service Call,32.651286,-96.881862,,,,,,Male,10396,No,No injuries noted or visible,White,4,Weapon Display,,,,,,,,None detected,Male,0,,No injuries noted or visible,,Black,,No Arrest,,"Weapon display at Person,Verbal Command",
37-00049,Dallas,TX,2315 MOSER AVE,,,2016-03-20 00:00:00,,,Service Call,32.813419,-96.778742,,,,,,Male,10668,No,No injuries noted or visible,Black,2,Weapon Display,,,,,,,,Alchohol,Male,44240,,No injuries noted or visible,,Hispanic,,APOWW,,"Weapon display at Person,Verbal Command,Joint Locks",
37-00049,Dallas,TX,2831 FORDHAM RD,,,2016-10-21 00:00:00,,,Arrest,32.709055,-96.777117,,,,,,Male,9764,No,No injuries noted or visible,White,8,Arrest,,,,,,,,None detected,Male,47071,,No injuries noted or visible,,Black,,Warrant/Hold,,"Weapon display at Person,Verbal Command",
37-00049,Dallas,TX,2944 N BUCKNER BLVD,,,2016-12-02 00:00:00,,,Service Call,32.809738,-96.684067,,,,,,Female,11034,No,No injuries noted or visible,Other,2,Arrest,,,,,,,,,Female,43301,,No injuries noted or visible,,Black,,"Drug Possession - Misdemeanor, Resisting Search and Transport, Other Felony Arrest",,"Verbal Command,Held Suspect Down,Held Suspect Down",
37-00049,Dallas,TX,111 N RIVERFRONT BLVD,,,2016-01-08 00:00:00,,,Arrest,32.777069,-96.813411,,,,,,Male,8281,No,No injuries noted or visible,White,13,Arrest,,,,,,,,Alchohol and unknown drugs,Female,43092,,No injuries noted or visible,,Black,,"DWI, Resisting Arrest",,"Verbal Command,Pressure Points,Pressure Points,Leg Restraint System",
37-00049,Dallas,TX,400 S RECORD ST,,,2016-02-18 00:00:00,,,Off-Duty Employment,32.776335,-96.806174,,,,,,Male,10372,No,No injuries noted or visible,Black,4,Active Aggression,,,,,,,,Unknown,Male,0,,OC Spray Treatment,,Black,,Other Misdemeanor Arrest,,"OC Spray,Taser Display at Person,Verbal Command",
37-00049,Dallas,TX,5200 HARRY HINES BLVD,,,2016-01-19 00:00:00,,,Arrest,32.811768,-96.836942,,,,,,Male,8589,No,No injuries noted or visible,White,11,Arrest,,,,,,,,Unknown Drugs,Male,43254,,No injuries noted or visible,,Black,,Warrant/Hold,,"Joint Locks,Joint Locks,Joint Locks,Verbal Command,BD - Pushed",
37-00049,Dallas,TX,700 WOODALL RODGERS FWY,,,2016-01-03 00:00:00,,,Traffic Stop,,,,,,,,Male,10710,No,No injuries noted or visible,White,2,Danger to self or others,,,,,,,,Unknown Drugs,Male,43002,,No injuries noted or visible,,Asian,,"Other Misdemeanor Arrest, DWLI",,"Weapon display at Person,Verbal Command",
37-00049,Dallas,TX,6700 DENTON DR,,,2016-06-10 00:00:00,,,Service Call,32.83233,-96.843923,,,,,,Female,9724,No,No injuries noted or visible,White,7,Detention/Frisk,,,,,,,,Unknown,Male,45439,,No injuries noted or visible,,Hispanic,,No Arrest,,"Verbal Command,Held Suspect Down",
37-00049,Dallas,TX,4136 PLUTO ST,,,2016-04-23 00:00:00,,,Service Call,32.792029,-96.891111,,,,,,Male,6862,No,No injuries noted or visible,White,24,Active Aggression,,,,,,,,FD-Suspect w/ Other Weapon,Male,44741,,"Taser Burn Marks, Puncture",,Black,,APOWW,,Taser,
37-00049,Dallas,TX,2500 TAN OAK DR,,,2016-12-22 00:00:00,,,Arrest,32.791471,-96.86194,,,,,,Male,7108,Yes,Bruise,Hispanic,24,Arrest,,,,,,,,Unknown,Female,47860,,No injuries noted or visible,,Hispanic,,Other Misdemeanor Arrest,,"Take Down - Arm,Take Down - Body",
37-00049,Dallas,TX,9700 FOREST LN,,,2016-04-29 00:00:00,,,Crime in Progress,32.90945,-96.721818,,,,,,Male,5918,No,Redness/Swelling,White,27,Arrest,,,,,,,,FD-Suspect Unarmed,Male,28803,,Injury Not Related to Force,,Black,,"Crim Trespass/Bldg/Prop, Resisting Search and Transport",,"Verbal Command,Joint Locks",
37-00049,Dallas,TX,8513 SOUTHWESTERN BLVD,,,2016-04-22 00:00:00,,,Arrest,32.860736,-96.761442,,,,,,Female,11007,No,No injuries noted or visible,Hispanic,1,Arrest,,,,,,,,Alchohol,Female,44731,,Abrasion/Scrape,,White,,Public Intoxication,,Held Suspect Down,
37-00049,Dallas,TX,436 SUNSET AVE,,,2016-04-23 00:00:00,,,Arrest,32.744142,-96.829984,,,,,,Male,8608,Yes,"Abrasion/Scrape, Sprain/Strain",White,11,Arrest,,,,,,,,Unknown Drugs,,3087,,Abrasion/Scrape,,,,"Crim Trespass/Hab/Weapon, Criminal Mischief, Resisting Arrest",,Joint Locks,
37-00049,Dallas,TX,1210 TARPLEY AVE,,,2016-08-19 00:00:00,,,Arrest,32.732662,-96.880394,,,,,,Male,5230,No,No injuries noted or visible,White,31,Arrest,,,,,,,,Unknown Drugs,Female,39009,,No injuries noted or visible,,Hispanic,,"Resisting Arrest, Warrant/Hold",,"BD - Grabbed,Take Down - Arm,Held Suspect Down",
37-00049,Dallas,TX,13209 MAHAM RD,,,2016-08-05 00:00:00,,,Arrest,32.928857,-96.761201,,,,,,Male,9157,Yes,Abrasion/Scrape,White,9,Arrest,,,,,,,,Alchohol,Male,46077,,"Laceration/Cut, Puncture",,Hispanic,,"Warrant/Hold, Resisting Search and Transport",,Take Down - Body,
37-00049,Dallas,TX,1111 W MOCKINGBIRD LN,,,2016-04-09 00:00:00,,,Arrest,32.818074,-96.870563,,,,,,Male,9851,Yes,No injuries noted or visible,Black,7,Active Aggression,,,,,,,,Unknown Drugs,Male,41842,,"Abrasion/Scrape, Taser Burn Marks",,Hispanic,,"Assault/Public Servant, Warrant/Hold",,Taser,
37-00049,Dallas,TX,9328 MERCER DR,,,2016-04-03 00:00:00,,,Service Call,32.819854,-96.695528,,,,,,Male,10093,Yes,"Bruise, Redness/Swelling",White,6,Arrest,,,,,,,,Alchohol and unknown drugs,Male,44415,,"Taser Burn Marks, Treated by DFD",,Black,,"Assault/FV, Evading Arrest, Resisting Arrest",,"Verbal Command,Hand Controlled Escort,Weapon display at Person,Taser,Taser,Take Down - Body",
37-00049,Dallas,TX,6008 RIDGECREST RD,,,2016-02-24 00:00:00,,,Call for Cover,32.87015,-96.759039,,,,,,Male,9370,No,No injuries noted or visible,White,8,Arrest,,,,,,,,Alchohol,Male,43851,,No injuries noted or visible,,Black,,Warrant/Hold,,Handcuffing Take Down,
37-00049,Dallas,TX,3030 S LANCASTER RD,,,2016-08-22 00:00:00,,,Arrest,32.710403,-96.80328,,,,,,Male,10275,No,No injuries noted or visible,Hispanic,6,Detention/Frisk,,,,,,,,None detected,Male,46273,,No injuries noted or visible,,Black,,"Assault/FV, Resisting Arrest",,Feet/Leg/Knee Strike,
37-00049,Dallas,TX,4400 SAN JACINTO ST,,,2016-02-24 00:00:00,,,Traffic Stop,32.801209,-96.779999,,,,,,Male,9996,No,No injuries noted or visible,White,6,Weapon Display,,,,,,,,Unknown,Male,0,,No injuries noted or visible,,Black,,Warrant/Hold,,Weapon display at Person,
37-00049,Dallas,TX,1007 W CAMP WISDOM RD,,,2016-06-03 00:00:00,,,Service Call,32.662232,-96.838571,,,,,,Female,10384,No,No injuries noted or visible,Hispanic,4,Arrest,,,,,,,,Unknown Drugs,Male,45360,,No injuries noted or visible,,Black,,Warrant/Hold,,Take Down - Group,
37-00049,Dallas,TX,13660 MONTFORT DR,,,2016-04-24 00:00:00,,,Crime in Progress,32.934272,-96.813352,,,,,,Male,9082,No,No injuries noted or visible,Black,9,Danger to self or others,,,,,,,,Marijuana,Male,0,,No injuries noted or visible,,Hispanic,,No Arrest,,"Verbal Command,Weapon display at Person",
37-00049,Dallas,TX,1800 N FITZHUGH AVE,,,2016-04-08 00:00:00,,,Arrest,32.807258,-96.777519,,,,,,Male,10184,No,No injuries noted or visible,White,6,Other,,,,,,,,None detected,Male,44474,,No injuries noted or visible,,Hispanic,,"Theft, Evading Arrest",,"BD - Pushed,Handcuffing Take Down",
37-00049,Dallas,TX,5716 WILLOW WOOD LN,,,2016-07-10 00:00:00,,,Call for Cover,33.011521,-96.810008,,,,,,Male,8823,No,No injuries noted or visible,White,10,Detention/Frisk,,,,,,,,None detected,Male,14267,,No injuries noted or visible,,Black,,No Arrest,,"Handcuffing Take Down,Held Suspect Down",
37-00049,Dallas,TX,7431 NORTHAVEN RD,,,2016-06-28 00:00:00,,,Arrest,32.90073,-96.77817,,,,,,Male,5395,No,No injuries noted or visible,White,30,Arrest,,,,,,,,Unknown,Male,45653,,Abrasion/Scrape,,White,,Burglary/Habitation,,"Weapon display at Person,Verbal Command",
37-00049,Dallas,TX,2500 VICTORY AVE,,,2016-12-09 00:00:00,,,Arrest,32.789996,-96.811292,,,,,,Male,9508,No,No injuries noted or visible,Hispanic,8,Arrest,,,,,,,,Unknown,Male,47728,,No injuries noted or visible,,White,,Warrant/Hold,,"BD - Grabbed,Handcuffing Take Down",
37-00049,Dallas,TX,2808 MCKINNEY AVE,,,2016-11-12 00:00:00,,,Service Call,32.798857,-96.801065,,,,,,Male,8610,No,No injuries noted or visible,White,12,Other,,,,,,,,,Female,47375,,No injuries noted or visible,,,,No Arrest,,"Verbal Command,Weapon display at Person",
37-00049,Dallas,TX,2910 WYCLIFF AVE,,,2016-04-09 00:00:00,,,Arrest,32.809853,-96.81969,,,,,,Female,11021,No,No injuries noted or visible,Hispanic,1,Arrest,,,,,,,,None detected,Male,0,,No injuries noted or visible,,Black,,Crim Trespass/Bldg/Prop,,Weapon display at Person,
37-00049,Dallas,TX,12500 E NORTHWEST HWY,,,2016-02-24 00:00:00,,,Service Call,32.864025,-96.665603,,,,,,Male,10066,No,No injuries noted or visible,White,6,Danger to self or others,,,,,,,,Unknown,Male,43848,,"Non-Visible Injury/Pain, Injured prior to contact",,White,,No Arrest,,BD - Grabbed,
37-00049,Dallas,TX,5900 MELODY LN,,,2016-01-11 00:00:00,,,Suspicious Activity,32.870023,-96.762868,,,,,,Male,10211,No,No injuries noted or visible,Black,6,Arrest,,,,,,,,Alchohol and unknown drugs,Male,43148,,No injuries noted or visible,,Black,,Public Intoxication,,Take Down - Body,
37-00049,Dallas,TX,2000 S SAINT AUGUSTINE DR,,,2016-09-11 00:00:00,,,Service Call,32.675901,-96.657098,,,,,,Male,10561,Yes,"Abrasion/Scrape, Laceration/Cut, Bruise",White,3,Arrest,,,,,,,,Alchohol,Male,46545,,Laceration/Cut,,Hispanic,,Evading Arrest,,BD - Tripped,
