CRIME_TYPE,INCIDENT_DATE,INCIDENT_UNIQUE_IDENTIFIER,INCIDENT_REASON,LOCATION_DISTRICT,LOCATION_FULL_STREET_ADDRESS_OR_INTERSECTION,LOCATION_CITY,LOCATION_STATE
MISDEMEANOR ASSAULT,12/31/16 13:16,16-068730,BATTERY,03X,800 BROADWAY,Oakland,CA
FELONY ASSAULT,12/31/16 13:23,16-068731,FORCE/ADW-KNIFE:GBI,26X,51ST AV & INTERNATIONAL BLVD,Oakland,CA
BURG - RESIDENTIAL,12/31/16 12:40,16-068732,BURGLARY-FORCIBLE ENTRY,21Y,3000 DAVIS ST,Oakland,CA
DOMESTIC VIOLENCE,12/31/16 13:00,16-068733,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,03X,6TH ST & WEBSTER ST,Oakland,CA
BURG - AUTO,12/11/16 13:35,16-917075,BURGLARY-AUTO,77X,MONTECITO AV,Oakland,CA
STOLEN VEHICLE,11/21/16 5:00,16-061967,VEHICLE THEFT - AUTO,21Y,3200 PRENTISS ST,Oakland,CA
BURG - AUTO,11/29/16 18:05,16-916230,BURGLARY-AUTO,22X,3500 FRUITVALE AV,Oakland,CA
MISDEMEANOR ASSAULT,11/21/16 19:45,16-061968,BATTERY,30X,7200 INTERNATIONAL BLVD,Oakland,CA
BURG - COMMERCIAL,1/28/17 3:09,17-004938,BURGLARY-FORCIBLE ENTRY,31X,8400 EDGEWATER DR,Oakland,CA
FELONY ASSAULT,11/21/16 19:09,16-061969,ASLT W/FIREARM ON PERSON,33X,1000 82ND AV,Oakland,CA
BURG - RESIDENTIAL,1/27/17 9:00,17-004939,BURGLARY-FORCIBLE ENTRY,16Y,1500 HAMPEL ST,Oakland,CA
NARCOTICS,11/21/16 19:59,16-061971,POSSESS/PURCHASE FOR SALE NARCOTIC/CONTROLLED SUBSTANCE,30Y,2700 76TH AV,Oakland,CA
FELONY ASSAULT,11/21/16 20:46,16-061972,SHOOT AT UNOCCUPIED DWELLING/VEHICLE/ETC,27Y,6100 INTERNATIONAL BLVD,Oakland,CA
RECOVERED O/S STOLEN,12/9/16 16:41,16-065129,VEHICLE THEFT - AUTO,13Y,400 CAPRICORN AV,Oakland,CA
ROBBERY,11/21/16 20:30,16-061973,ROBBERY-KNIFE OR CUTTING INSTRUMENT,23X,1400 38TH AV,Oakland,CA
NARCOTICS,1/27/17 11:34,17-004822,POSSESS MARIJUANA/HASHISH FOR SALE,17X,800 E 21ST ST,Oakland,CA
STOLEN VEHICLE,12/9/16 17:55,16-065130,VEHICLE THEFT - AUTO,03X,1300 OAK ST,Oakland,CA
MISDEMEANOR ASSAULT,11/21/16 21:45,16-061977,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,27Y,1400 65TH AV,Oakland,CA
BURG - COMMERCIAL,11/14/16 17:00,16-060772,BURGLARY-FORCIBLE ENTRY,15X,2100 LAKESHORE AV (LAKESHORE,Oakland,CA
GRAND THEFT,11/19/16 9:50,16-915752,GRAND THEFT,14Y,700 JEAN ST,Oakland,CA
DOMESTIC VIOLENCE,1/27/17 15:30,17-004862,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,06X,900 34TH ST,Oakland,CA
BURG - AUTO,11/19/16 17:20,16-915756,BURGLARY-AUTO,08X,TELEGRAPH AV & 34TH ST,Oakland,CA
MISDEMEANOR ASSAULT,11/21/16 16:45,16-061946,BATTERY,03X,700 BROADWAY,Oakland,CA
VANDALISM,1/27/17 16:30,17-004865,VANDALISM,05X,1400 MAGNOLIA ST,Oakland,CA
PETTY THEFT,11/21/16 14:00,16-061953,THEFT,27X,5300 TRASK ST,Oakland,CA
PETTY THEFT,1/27/17 23:00,17-004936,THEFT,24X,3700 CARRINGTON ST,Oakland,CA
MISDEMEANOR ASSAULT,11/21/16 18:16,16-061956,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,27Y,1900 SEMINARY AV,Oakland,CA
DOMESTIC VIOLENCE,11/21/16 18:15,16-061959,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,17Y,900 E 24TH ST,Oakland,CA
STOLEN VEHICLE,11/21/16 18:23,16-061963,VEHICLE THEFT - AUTO,28X,4700 REDDING ST,Oakland,CA
FELONY ASSAULT,12/31/16 19:49,16-068777,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,32X,1600 101ST AV,Oakland,CA
GRAND THEFT,1/27/17 22:48,17-004937,GRAND THEFT,32X,10800 INTERNATIONAL BLVD,Oakland,CA
BURG - RESIDENTIAL,11/21/16 13:00,16-061936,BURGLARY-FORCIBLE ENTRY,02Y,800 HENRY ST,Oakland,CA
NARCOTICS,11/21/16 15:39,16-061943,POSSESS NARCOTIC CONTROLLED SUBSTANCE,27X,2100 HIGH ST,Oakland,CA
BURG - AUTO,11/19/16 9:15,16-915745,BURGLARY-AUTO,22Y,JOAQUIN MILLER RD & SKYLINE BLVD,Oakland,CA
MISDEMEANOR ASSAULT,11/21/16 16:11,16-061944,BATTERY,07X,800 ISABELLA ST,Oakland,CA
GRAND THEFT,11/23/16 11:00,16-916048,GRAND THEFT,16Y,1000 ELBERT ST,Oakland,CA
STOLEN VEHICLE,12/31/16 15:50,16-068769,VEHICLE THEFT - AUTO,34X,8600 BANCROFT AV,Oakland,CA
PETTY THEFT,12/31/16 17:49,16-068773,THEFT,20X,2500 E 12TH ST,Oakland,CA
PETTY THEFT,11/29/16 19:35,16-916221,THEFT,09X,4100 GILBERT ST,Oakland,CA
PETTY THEFT,11/29/16 23:00,16-916222,THEFT,11X,600 FAIRVIEW ST,Oakland,CA
MISDEMEANOR ASSAULT,12/31/16 19:03,16-068774,BATTERY,01X,00 EMBARCADERO WEST,Oakland,CA
BURG - AUTO,12/31/16 17:45,16-068776,BURGLARY-AUTO,08X,300 24TH ST,Oakland,CA
BURG - AUTO,11/29/16 0:00,16-916227,BURGLARY-AUTO,30Y,2700 77TH AV,Oakland,CA
VANDALISM,11/29/16 17:10,16-916229,VANDALISM,16Y,1400 HAMPEL ST,Oakland,CA
PETTY THEFT,11/19/16 9:45,16-915739,THEFT,31Y,8400 EDES AV,Oakland,CA
BURG - AUTO,11/19/16 9:55,16-915741,BURGLARY-AUTO,23X,1700 36TH AV,Oakland,CA
DRUNKENNESS,12/31/16 16:15,16-068741,DISORDERLY CONDUCT:TOLUENE,01X,400 FRANKLIN ST,Oakland,CA
RECOVERED O/S STOLEN,12/31/16 16:15,16-068742,VEHICLE THEFT - AUTO,31X,7700 EDGEWATER DR,Oakland,CA
STOLEN VEHICLE,12/3/16 4:00,16-064511,VEHICLE THEFT - AUTO,19X,1500 2ND AV,Oakland,CA
STOLEN VEHICLE,12/5/16 20:30,16-064543,VEHICLE THEFT - AUTO,10X,1100 55TH ST,Oakland,CA
STOLEN VEHICLE,12/5/16 23:30,16-064545,VEHICLE THEFT - AUTO,10Y,800 41ST ST,Oakland,CA
STOLEN VEHICLE,12/31/16 2:00,16-068743,VEHICLE THEFT - AUTO,29X,3000 SEMINARY AV,Oakland,CA
BURG - AUTO,12/31/16 10:00,16-068744,BURGLARY-AUTO,77X,1ST AV &  LAKESHORE,Oakland,CA
DOMESTIC VIOLENCE,12/31/16 17:30,16-068765,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,19X,600 E 8TH ST,Oakland,CA
PETTY THEFT,12/31/16 18:15,16-068766,THEFT,12X,5100 SHATTUCK AV,Oakland,CA
BURG - RESIDENTIAL,12/29/16 9:00,17-000171,BURGLARY-NO FORCE,34X,1900 89TH AV,Oakland,CA
FRAUD,12/30/16 0:01,17-900169,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,77X,HEGENBERGER ROA OAKLAND AIRPORT,Oakland,CA
PROSTITUTION,1/27/17 9:00,17-004800,PIMPING,77X,10500 TOPANGA ST,Oakland,CA
DISORDERLY CONDUCT,11/21/16 0:00,16-062094,DISTURB THE PEACE,30Y,3000 75TH AV,Oakland,CA
STOLEN VEHICLE,1/27/17 7:25,17-004802,VEHICLE THEFT - AUTO,21Y,3200 PRENTISS ST,Oakland,CA
ROBBERY,1/27/17 11:40,17-004817,ROBBERY-FIREARM,29X,3800 DELMONT AV,Oakland,CA
ROBBERY,1/27/17 11:50,17-004820,ATTEMPTED ROBBERY-FIREARM,01X,400 HARRISON ST,Oakland,CA
STOLEN VEHICLE,11/21/16 20:30,16-062096,VEHICLE THEFT - AUTO,25X,4600 DAVENPORT AV,Oakland,CA
MISDEMEANOR ASSAULT,1/27/17 22:09,17-004891,ASSAULT WITH STUN GUN/TASER,32X,104TH AV & PONTIAC ST,Oakland,CA
BURG - AUTO,11/19/16 1:35,16-915734,BURGLARY-AUTO,04X,300 17TH ST,Oakland,CA
FRAUD,11/19/16 9:05,16-915735,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,77X,0,Oakland,CA
ROBBERY,1/27/17 13:30,17-004893,"ROBBERY/INHABITED DWELLING - STRONGARM (HANDS, FISTS, FEET)",26Y,1300 58TH AV,Oakland,CA
BURG - AUTO,11/19/16 5:45,16-915737,BURGLARY-AUTO,77X,21ST ST,Oakland,CA
RECOVERED O/S STOLEN,1/27/17 19:16,17-004894,VEHICLE THEFT - AUTO,31Z,10100 SAN LEANDRO ST,Oakland,CA
BURG - RESIDENTIAL,11/19/16 9:30,16-915738,BURGLARY-FORCIBLE ENTRY,20X,2700 INTERNATIONAL BLVD,Oakland,CA
ROBBERY,1/27/17 20:40,17-004895,ROBBERY-FIREARM,14X,500 BELLEVUE AV,Oakland,CA
STOLEN VEHICLE,1/26/17 21:00,17-004788,VEHICLE THEFT - AUTO,32X,9900 PLYMOUTH ST,Oakland,CA
PETTY THEFT,1/26/17 16:00,17-004789,THEFT,31Y,400 HALE AV,Oakland,CA
ROBBERY,1/27/17 8:39,17-004790,CARJACKING WITH FIREARM,30X,2600 66TH AV,Oakland,CA
STOLEN VEHICLE,11/21/16 10:42,16-062056,VEHICLE THEFT - AUTO,31Y,9700 WALTER AV,Oakland,CA
BURG - RESIDENTIAL,11/29/16 8:10,16-916213,BURGLARY-FORCIBLE ENTRY,13Z,6300 LONGCROFT DR,Oakland,CA
VANDALISM,11/29/16 19:00,16-916214,VANDALISM,10Y,800 55TH ST,Oakland,CA
STOLEN VEHICLE,1/24/17 8:00,17-004792,VEHICLE THEFT - AUTO,15X,500 MERRITT AV,Oakland,CA
PETTY THEFT,11/29/16 12:45,16-916215,THEFT,13Z,1900 MOUNTAIN BLVD,Oakland,CA
STOLEN VEHICLE,1/27/17 2:00,17-004793,VEHICLE THEFT - AUTO,34X,9500 BIRCH ST,Oakland,CA
PROSTITUTION,1/27/17 8:50,17-004796,LOITER:INTENT:PROSTITUTION,19X,1800 E 15TH ST,Oakland,CA
VANDALISM,11/29/16 20:30,16-916216,VANDALISM,04X,1800 MADISON ST,Oakland,CA
PETTY THEFT,1/27/17 9:46,17-004798,THEFT:PERSONAL PROPERTY,31Z,10300 KNIGHT ST,Oakland,CA
DISORDERLY CONDUCT,11/21/16 0:00,16-062065,DISTURB THE PEACE,21X,2800 25TH AV,Oakland,CA
STOLEN VEHICLE,1/25/17 19:15,17-004749,VEHICLE THEFT - AUTO,16X,500 MIDCREST RD,Oakland,CA
ROBBERY,1/26/17 22:14,17-004750,ATTEMPTED ROBBERY-FIREARM,32Y,2700 98TH AV,Oakland,CA
RECOVERED O/S STOLEN,1/27/17 23:58,17-004752,VEHICLE THEFT - AUTO,35X,9000 SENECA ST,Oakland,CA
BURG - AUTO,12/2/16 23:50,16-916805,BURGLARY-AUTO,08X,27TH ST & BROADWAY,Oakland,CA
BURG - AUTO,1/26/17 21:00,17-004754,BURGLARY-AUTO,04X,600 16TH ST,Oakland,CA
PROSTITUTION,1/27/17 0:01,17-004757,LOITER:INTENT:PROSTITUTION,23X,4000 INTERNATIONAL BLVD,Oakland,CA
DOMESTIC VIOLENCE,1/26/17 10:30,17-004759,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,27Y,5900 HARMON AV,Oakland,CA
ROBBERY,1/26/17 19:15,17-004760,ATTEMPTED ROBBERY-STRONG-ARM,22Y,3600 MAPLE AV,Oakland,CA
DOMESTIC VIOLENCE,1/27/17 1:00,17-004779,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,25X,4400 MATTIS CT,Oakland,CA
BURG - RESIDENTIAL,1/27/17 6:45,17-004780,BURGLARY-FORCIBLE ENTRY,30X,1800 74TH AV,Oakland,CA
STOLEN VEHICLE,1/27/17 7:06,17-004781,VEHICLE THEFT - AUTO,32Y,9800 OLIVE ST,Oakland,CA
STOLEN VEHICLE,1/26/17 13:45,17-004783,VEHICLE THEFT - AUTO,29X,2800 64TH AV,Oakland,CA
STOLEN VEHICLE,1/27/17 8:15,17-004784,VEHICLE THEFT - AUTO,31Z,500 105TH AV,Oakland,CA
GRAND THEFT,1/26/17 20:10,17-004730,GRAND THEFT FROM PERSON,17Y,600 E 23RD ST,Oakland,CA
ROBBERY,12/1/16 18:45,16-063672,ROBBERY-FIREARM,25X,3500 HARBOR VIEW AV,Oakland,CA
BURG - AUTO,12/1/16 7:20,16-063676,BURGLARY-AUTO,03X,HARRISON ST & 10TH ST,Oakland,CA
RECOVERED O/S STOLEN,12/5/16 0:00,16-064473,VEHICLE THEFT - AUTO,19X,1900 E 15TH ST,Oakland,CA
BURG - AUTO,1/26/17 19:30,17-004732,BURGLARY-AUTO,12X,400 48TH ST,Oakland,CA
THREATS,1/19/17 13:10,17-004735,THREAT CRIME:INT:TERRORIZE,02X,800 10TH ST,Oakland,CA
MISDEMEANOR ASSAULT,1/26/17 21:36,17-004739,BATTERY,27Y,2100 65TH AV,Oakland,CA
PETTY THEFT,11/29/16 13:00,16-064263,THEFT,06X,600 30TH ST,Oakland,CA
PROSTITUTION,12/1/16 20:00,16-063678,DISORDERLY CONDUCT:PROSTITUTION,19X,1300 19TH AV,Oakland,CA
PROSTITUTION,12/1/16 20:04,16-063679,LOITER:INTENT:PROSTITUTION,19X,18TH AV & INTERNATIONAL BLVD,Oakland,CA
ROBBERY,1/25/17 15:30,17-004742,"ROBBERY/INHABITED DWELLING - STRONGARM (HANDS, FISTS, FEET)",17X,800 E 21ST ST,Oakland,CA
ROBBERY,12/1/16 22:05,16-063696,ROBBERY-FIREARM,19X,1400 9TH AV,Oakland,CA
DOMESTIC VIOLENCE,1/26/17 23:10,17-004747,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,35X,2300 92ND AV,Oakland,CA
PETTY THEFT,1/26/17 22:50,17-004764,THEFT,25X,4000 MACARTHUR BLVD,Oakland,CA
RECOVERED O/S STOLEN,1/27/17 1:36,17-004766,VEHICLE THEFT - AUTO,19X,1500 E 12TH ST,Oakland,CA
STOLEN VEHICLE,1/26/17 18:30,17-004767,VEHICLE THEFT - AUTO,18X,1700 19TH AV,Oakland,CA
BURG - AUTO,12/11/16 12:00,16-917044,BURGLARY-AUTO,04X,200 17TH ST,Oakland,CA
VANDALISM,1/27/17 18:00,17-004769,VANDALISM,24X,1900 HARRINGTON AV,Oakland,CA
BURG - AUTO,12/29/16 12:05,17-900074,BURGLARY-AUTO,05X,1800 ADELINE ST,Oakland,CA
PETTY THEFT,1/26/17 13:30,17-004772,THEFT,77X,0,Oakland,CA
PETTY THEFT,12/28/16 21:25,16-917752,THEFT,01X,00 BROADWAY,Oakland,CA
BURG - AUTO,1/27/17 5:44,17-004777,BURGLARY-AUTO,26Y,75TH AV & INTERNATIONAL BLVD,Oakland,CA
NARCOTICS,1/26/17 19:14,17-004724,POSSESS NARCOTIC CONTROLLED SUBSTANCE,02X,800 POPLAR WY,Oakland,CA
RECOVERED O/S STOLEN,1/26/17 20:07,17-004727,VEHICLE THEFT - AUTO,29X,6600 LAIRD AV,Oakland,CA
BURG - AUTO,1/26/17 19:30,17-004728,BURGLARY-AUTO,03Y,500 12TH ST,Oakland,CA
FORGERY & COUNTERFEITING,1/8/17 13:50,17-900683,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,77X,DUNKIRK AVE,Oakland,CA
BURG - RESIDENTIAL,12/28/16 12:30,16-917687,BURGLARY-FORCIBLE ENTRY,03Y,1300 JEFFERSON ST,Oakland,CA
BURG - AUTO,12/28/16 21:00,16-917688,BURGLARY-AUTO,08X,2300 BROADWAY,Oakland,CA
BURG - AUTO,1/8/17 21:10,17-900662,BURGLARY-AUTO,15X,200 ATHOL AV,Oakland,CA
PETTY THEFT,12/28/16 5:30,16-917692,THEFT,01X,00 HARRISON ST,Oakland,CA
PROSTITUTION,1/26/17 18:10,17-004709,DISORDERLY CONDUCT:PROSTITUTION,19X,1400 20TH AV,Oakland,CA
PETTY THEFT,1/8/17 19:00,17-900665,THEFT,11X,6300 SHATTUCK AV,Oakland,CA
ROBBERY,11/21/16 14:45,16-061935,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",12Y,5200 TELEGRAPH AV,Oakland,CA
STOLEN VEHICLE,1/26/17 6:15,17-004711,VEHICLE THEFT - AUTO,07X,1700 24TH ST,Oakland,CA
STOLEN VEHICLE,1/26/17 18:10,17-004712,VEHICLE THEFT - AUTO,27Y,5800 SEMINARY CT,Oakland,CA
BURG - AUTO,12/28/16 23:30,16-917738,BURGLARY-AUTO,17X,800 FOOTHILL BLVD,Oakland,CA
MISDEMEANOR ASSAULT,1/26/17 19:30,17-004723,BATTERY,06X,700 25TH ST,Oakland,CA
PROSTITUTION,1/27/17 1:00,17-004762,LOITER:INTENT:PROSTITUTION,19X,1800 INTERNATIONAL BLVD,Oakland,CA
OTHER,1/8/17 13:00,17-900670,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,29X,3000 68TH AV,Oakland,CA
BURG - AUTO,1/26/17 12:13,17-004703,BURGLARY-AUTO,03X,300 9TH ST,Oakland,CA
BURG - AUTO,11/21/16 14:30,16-061932,BURGLARY-AUTO,23X,4000 ALAMEDA AV,Oakland,CA
PETTY THEFT,12/7/16 0:00,16-065203,THEFT,03Y,400 7TH ST,Oakland,CA
PROSTITUTION,1/26/17 17:54,17-004707,DISORDERLY CONDUCT:PROSTITUTION,19X,1300 17TH AV,Oakland,CA
PROSTITUTION,1/26/17 18:05,17-004708,DISORDERLY CONDUCT:PROSTITUTION,19X,1500 E 15TH ST,Oakland,CA
BURG - RESIDENTIAL,12/28/16 10:00,16-917669,BURGLARY-FORCIBLE ENTRY,08X,400 28TH ST,Oakland,CA
BURG - AUTO,12/28/16 13:25,16-917674,BURGLARY-AUTO,09X,1900 PLEASANT VALLEY AV,Oakland,CA
GRAND THEFT,12/28/16 11:45,16-917676,GRAND THEFT,01X,200 WEBSTER ST,Oakland,CA
STOLEN VEHICLE,12/28/16 14:45,16-917677,ATTEMPT VEHICLE THEFT-AUTO,33X,9300 B ST,Oakland,CA
BURG - AUTO,12/28/16 2:50,16-917678,BURGLARY-AUTO,77X,47TH AVE,Oakland,CA
GRAND THEFT,12/28/16 2:00,16-917681,GRAND THEFT,12X,4600 TELEGRAPH AV,Oakland,CA
RECOVERED O/S STOLEN,11/21/16 15:22,16-061934,VEHICLE THEFT - AUTO,13Z,6800 WILTON DR,Oakland,CA
BURG - AUTO,12/28/16 19:20,16-917683,BURGLARY-AUTO,31X,8300 OAKPORT ST,Oakland,CA
BURG - AUTO,12/28/16 18:30,16-917685,BURGLARY-AUTO,31X,400 HEGENBERGER RD,Oakland,CA
VANDALISM,11/21/16 6:45,16-061852,VANDALISM,31Y,10200 CARY ST,Oakland,CA
ROBBERY,11/21/16 7:40,16-061881,ROBBERY-FIREARM,03X,700 WEBSTER ST,Oakland,CA
STOLEN VEHICLE,11/21/16 3:00,16-061887,VEHICLE THEFT - AUTO,27Y,6100 HAYES ST,Oakland,CA
MISDEMEANOR ASSAULT,11/21/16 12:39,16-061905,DISTURB THE PEACE,77X,LION & 69TH,Oakland,CA
STOLEN VEHICLE,11/14/16 19:00,16-060755,VEHICLE THEFT - AUTO,22X,1900 MELVIN RD,Oakland,CA
DRUNKENNESS,12/5/16 2:50,16-064185,DISORDERLY CONDUCT:TOLUENE,27X,4600 FAIRFAX AV,Oakland,CA
BURG - AUTO,11/21/16 1:00,16-061909,BURGLARY-AUTO,17Y,3100 13TH AV,Oakland,CA
PETTY THEFT,11/14/16 21:00,16-060766,THEFT,22X,IFO 2461 DARMUTH ST,Oakland,CA
DISORDERLY CONDUCT,11/21/16 14:05,16-061922,DISTURB THE PEACE,03Y,400 7TH ST,Oakland,CA
HOMICIDE,11/21/16 13:52,16-061923,MURDER,30Y,2300 80TH AV,Oakland,CA
DOMESTIC VIOLENCE,11/21/16 14:15,16-061925,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,02X,1300 7TH ST,Oakland,CA
FRAUD,11/21/16 15:00,16-061929,USE OTHERS ID:CREDIT/ETC,12X,4800 LAWTON AV,Oakland,CA
MISDEMEANOR ASSAULT,11/21/16 14:55,16-061930,DISTURB THE PEACE,30Y,2200 80TH AV,Oakland,CA
BURG - AUTO,12/11/16 9:00,16-916959,BURGLARY-AUTO,08X,300 40TH ST,Oakland,CA
PETTY THEFT,12/15/16 13:00,16-067487,THEFT,09X,3600 BROADWAY,Oakland,CA
STOLEN VEHICLE,12/26/16 13:00,17-001894,VEHICLE THEFT - AUTO,33X,8000 SAN LEANDRO ST,Oakland,CA
STOLEN VEHICLE,1/7/17 18:30,17-001705,VEHICLE THEFT - AUTO,29X,2900 61ST AV,Oakland,CA
RECOVERED O/S STOLEN,12/18/16 0:00,16-067325,VEHICLE THEFT - AUTO,23X,3900 ALAMEDA AV,Oakland,CA
PROSTITUTION,1/26/17 17:00,17-004693,DISORDERLY CONDUCT:PROSTITUTION,19X,1900 E 15TH ST,Oakland,CA
,12/17/16 10:00,17-002308,VEHICLE THEFT - AUTO,03Y,4200 MALAT ST,Oakland,CA
PROSTITUTION,1/26/17 17:15,17-004696,DISORDERLY CONDUCT:PROSTITUTION,19X,1400 E 15TH ST,Oakland,CA
OTHER,1/8/17 15:50,17-900646,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,15X,300 HADDON RD,Oakland,CA
FORGERY & COUNTERFEITING,1/8/17 9:30,17-900649,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,13X,100 SONIA ST,Oakland,CA
ROBBERY,1/26/17 17:20,17-004698,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",01X,200 BROADWAY,Oakland,CA
MISDEMEANOR ASSAULT,11/21/16 3:00,16-061847,BATTERY,04X,1800 WEBSTER ST,Oakland,CA
NARCOTICS,1/26/17 17:13,17-004702,TRANSPORT/SELL NARCOTIC/CONTROLLED SUBSTANCE,24X,4000 SANTA RITA ST,Oakland,CA
RECOVERED O/S STOLEN,11/21/16 17:32,16-061170,VEHICLE THEFT - AUTO,26X,700 KEVIN CT,Oakland,CA
WEAPONS,11/21/16 22:38,16-061814,CARRY CONCEALED WEAPON IN VEHICLE,34X,1900 90TH AV,Oakland,CA
ROBBERY,11/21/16 23:00,16-061818,ATTEMPTED ROBBERY-FIREARM,21Y,3000 LYNDE ST,Oakland,CA
PROSTITUTION,11/21/16 1:17,16-061830,LOITER:INTENT:PROSTITUTION,19X,17TH AV & INTERNATIONAL BLVD,Oakland,CA
VANDALISM,1/27/17 11:00,17-004815,VANDALISM,08X,400 28TH ST,Oakland,CA
MISDEMEANOR ASSAULT,11/21/16 23:18,16-061834,BATTERY,30X,2000 69TH AV,Oakland,CA
BURG - RESIDENTIAL,1/26/17 13:25,17-004678,BURGLARY-FORCIBLE ENTRY,24Y,3300 BROOKDALE AV,Oakland,CA
DISORDERLY CONDUCT,1/25/17 18:00,17-004680,DISTURB THE PEACE,03Y,400 7TH ST,Oakland,CA
STOLEN VEHICLE,11/14/16 21:00,16-060739,VEHICLE THEFT - AUTO,08X,400 25TH ST,Oakland,CA
MISDEMEANOR ASSAULT,11/21/16 5:26,16-061844,BATTERY,02X,700 MANDELA PKWY,Oakland,CA
STOLEN VEHICLE,11/14/16 18:45,16-060742,VEHICLE THEFT - AUTO,03X,900 MADISON ST,Oakland,CA
DOMESTIC VIOLENCE,1/26/17 16:10,17-004681,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,12X,41ST ST & EMERALD ST,Oakland,CA
DOMESTIC VIOLENCE,1/26/17 16:52,17-004692,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,34X,8900 INTERNATIONAL BLVD,Oakland,CA
STOLEN VEHICLE,12/18/16 18:30,16-067189,VEHICLE THEFT - AUTO,01X,100 EMBARCADERO WEST,Oakland,CA
DOMESTIC VIOLENCE,12/31/16 9:27,16-068702,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,27X,5400 BROOKDALE AV,Oakland,CA
VANDALISM,12/16/16 23:31,16-066540,VANDALISM (AMENDED),04X,1500 HARRISON ST,Oakland,CA
FELONY ASSAULT,12/31/16 10:00,16-068703,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,32X,98TH AV & B ST,Oakland,CA
PETTY THEFT,12/31/16 9:56,16-068704,SHOPLIFTING-COMMERCIAL ESTABLISHMENT WITH INTENT WHERE VALUE DOES NOT EXCEED $950,32Y,10000 MACARTHUR BLVD,Oakland,CA
FELONY ASSAULT,12/31/16 0:37,16-068653,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,21X,2400 E 22ND ST,Oakland,CA
ROBBERY,12/31/16 16:58,16-068757,ROBBERY-FIREARM,33X,9700 INTERNATIONAL BLVD,Oakland,CA
NARCOTICS,12/31/16 17:34,16-068764,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,05X,2200 SAN PABLO AV,Oakland,CA
RECOVERED O/S STOLEN,12/31/16 6:01,16-068678,VEHICLE THEFT - AUTO,25X,3600 MADRONE AV,Oakland,CA
FELONY ASSAULT,12/31/16 6:00,16-068679,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,31Y,98TH AVE AND BIGGE ST,Oakland,CA
PETTY THEFT,12/16/16 23:00,16-066544,THEFT,31Z,9900 PEARMAIN ST,Oakland,CA
ROBBERY,12/31/16 6:00,16-068680,ROBBERY-KNIFE OR CUTTING INSTRUMENT,07X,2300 SAN PABLO AVE,Oakland,CA
VANDALISM,12/31/16 4:30,16-068735,VANDALISM,35X,8700 HILLSIDE ST,Oakland,CA
DOMESTIC VIOLENCE,11/23/16 13:29,16-062281,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,27Y,5900 BROMLEY AV,Oakland,CA
DOMESTIC VIOLENCE,11/23/16 13:01,16-062285,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,21Y,2600 COOLIDGE AV,Oakland,CA
ROBBERY,11/23/16 14:05,16-062286,ROBBERY-KNIFE OR CUTTING INSTRUMENT,08X,3900 TELEGRAPH AV,Oakland,CA
BURG - RESIDENTIAL,11/23/16 1:00,16-062289,ATTEMPTED BURGLARY,30Y,2700 RITCHIE ST,Oakland,CA
FELONY ASSAULT,11/23/16 14:24,16-062290,SHOOT AT INHABITED DWELLING/VEHICLE/ETC,32Y,109TH AV & BANCROFT AV,Oakland,CA
STOLEN VEHICLE,11/23/16 5:00,16-062293,VEHICLE THEFT - AUTO,12X,5000 SHAFTER AV,Oakland,CA
PETTY THEFT,11/23/16 15:25,16-062294,THEFT,30Y,7300 BANCROFT AV,Oakland,CA
PETTY THEFT,11/23/16 16:05,16-062297,THEFT:PERSONAL PROPERTY,06X,40TH ST & MARKET ST,Oakland,CA
MISDEMEANOR ASSAULT,11/23/16 14:58,16-062299,BATTERY,19X,1100 EMBARCADERO COVE,Oakland,CA
